Quantity,Price,Rate,Holiday,customer_age,customer_birthdate,customer_gender,Customer_Type,customer_City,City_Population,City_Density(people/km2),employee_age,employee_BirthDate,employee_months_working,employee_HireDate,RoleDesc,WH,EmpType,Branch_Name,Branch_Location,PaymentMethod,DEPARTMENT,orderDate_quarter,OrderedDate,promotionDate_quarter,PromotionDate,PromotionType
93,821.4,1.9,0,60,21/09/1961,Female,Normal,North,191700,467.8,20,06/10/2001,8,17/11/2021,Cashier,6h,Fixed term,E,South,Credit card,Men,3,18/09/2021 00:00,3,21/08/2021 00:00,Free Gift with Purchase
18,86.5,7.7,0,37,09/03/1985,Female,Member,North,191700,467.8,33,16/02/1989,11,05/09/2021,Cashier,12h,Part-time,E,South,Credit card,Sale,1,21/01/2022 00:00,4,03/12/2021 00:00,Sales Promotion
103,226.1,10,0,53,31/12/1968,Male,Normal,East,951800,199.9,23,20/11/1998,3,23/04/2021,Cashier,12h,Full-time,E,South,Credit card,Men,4,14/11/2021 00:00,4,07/11/2021 00:00,Giveaways
83,718.4,6.8,0,52,04/09/1969,Female,Normal,North,146900,350.1,37,08/10/1984,2,27/05/2021,Cashier,6h,Full-time,D,West,Cash,Young Adult,1,18/02/2021 00:00,1,07/01/2021 00:00,Tiered Promotions
138,424.2,7.2,0,39,02/08/1983,Female,Member,North,1137100,723.4,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Ewallet,Kids,2,26/05/2021 00:00,2,19/05/2021 00:00,Online Promotion
56,350.9,8.9,1,67,05/03/1955,Male,Member,West,159700,170,20,04/03/2002,6,23/01/2021,Cashier,12h,Fixed term,E,South,Cash,Home,2,04/05/2021 00:00,1,16/03/2021 00:00,No Promotion
74,693.4,5.5,1,49,26/12/1972,Female,Normal,West,249100,71.3,20,04/03/2002,6,23/01/2021,Cashier,12h,Fixed term,E,South,Ewallet,Kids,4,28/12/2021 00:00,4,02/11/2021 00:00,Sales Promotion
71,812.1,5,0,40,17/09/1981,Female,Normal,North,146900,350.1,33,25/01/1989,0,02/08/2021,Cashier,6h,Fixed term,E,South,Cash,Men,1,02/02/2022 00:00,4,15/12/2021 00:00,No Promotion
45,306.5,7,1,59,23/09/1962,Female,Normal,West,159700,170,21,29/01/2001,6,30/01/2021,Cashier,12h,Part-time,C,East,Cash,Kids,3,22/08/2021 00:00,3,01/08/2021 00:00,No Promotion
143,92.3,8.3,0,68,18/11/1953,Female,Normal,West,249100,71.3,39,07/05/1983,2,10/05/2021,Cashier,12h,Full-time,E,South,Cash,Home,1,25/01/2022 00:00,4,14/12/2021 00:00,Tiered Promotions
53,384.2,2.2,1,63,18/05/1959,Female,Member,East,2473400,326.3,24,23/01/1998,8,30/11/2021,Cashier,6h,Part-time,A,East,Credit card,Men,2,09/06/2021 00:00,2,28/04/2021 00:00,Free Gift with Purchase
53,84.4,4,0,42,12/08/1979,Male,Member,South,121400,3.7,20,04/03/2002,6,23/01/2021,Cashier,12h,Fixed term,E,South,Ewallet,Women,3,30/08/2021 00:00,3,16/08/2021 00:00,Discount Promotions
160,251.4,3.9,1,47,02/12/1974,Male,Member,East,951800,199.9,23,29/10/1998,4,16/03/2021,Cashier,6h,Fixed term,A,East,Ewallet,Gifts,4,08/11/2021 00:00,4,11/10/2021 00:00,Tiered Promotions
43,982.2,4,1,50,25/01/1972,Female,Normal,North,146900,350.1,33,09/12/1988,9,22/10/2021,Cashier,12h,Fixed term,D,West,Credit card,Beauty,3,22/07/2021 00:00,2,24/06/2021 00:00,Discount Promotions
71,585.3,8.9,0,33,10/01/1989,Female,Normal,South,139200,20.2,39,13/03/1983,3,23/04/2021,Cashier,6h,Shiftworkers,C,East,Cash,Young Adult,4,13/11/2021 00:00,3,25/09/2021 00:00,Online Promotion
55,633.3,2.7,1,45,28/05/1977,Male,Normal,West,89400,40.5,27,25/02/1995,4,20/03/2022,Cashier,12h,Part-time,C,East,Credit card,Activewear,1,18/02/2021 00:00,1,21/01/2021 00:00,Free Gift with Purchase
1,357,2.5,1,33,01/07/1989,Female,Member,West,428000,382,33,09/12/1988,9,22/10/2021,Cashier,12h,Fixed term,D,West,Cash,Women,1,26/02/2021 00:00,1,08/01/2021 00:00,Free Gift with Purchase
25,469.8,4.9,1,58,15/12/1963,Female,Normal,East,300300,11.3,29,09/08/1992,5,17/02/2021,Cashier,6h,Shiftworkers,E,South,Cash,Men,2,08/06/2021 00:00,2,04/05/2021 00:00,Discount Promotions
46,905.6,1.2,1,54,16/01/1968,Female,Normal,North,146900,350.1,29,09/08/1992,5,17/02/2021,Cashier,6h,Shiftworkers,E,South,Cash,Activewear,1,21/03/2021 00:00,1,07/02/2021 00:00,Sales Promotion
79,772.9,4.7,0,50,17/06/1972,Male,Member,North,1137100,723.4,20,02/08/2002,11,01/09/2021,Cashier,6h,Shiftworkers,B,North,Cash,Sale,3,02/07/2021 00:00,2,14/05/2021 00:00,Giveaways
69,558.3,7.3,0,39,20/11/1982,Male,Member,North,1137100,723.4,39,28/10/1982,9,24/10/2021,Cashier,6h,Shiftworkers,D,West,Ewallet,Kids,3,29/08/2021 00:00,3,15/08/2021 00:00,Free Gift with Purchase
175,736.9,9.6,0,63,13/06/1959,Male,Member,South,121400,3.7,20,11/08/2001,2,10/05/2022,Cashier,6h,Fixed term,C,East,Cash,Activewear,4,24/10/2021 00:00,3,26/09/2021 00:00,Discount Promotions
19,433.2,8.6,0,63,01/10/1958,Male,Member,East,2473400,326.3,39,13/03/1983,3,23/04/2021,Cashier,6h,Shiftworkers,C,East,Ewallet,Kids,2,11/04/2021 00:00,1,28/02/2021 00:00,Discount Promotions
154,298.6,9.3,1,60,02/09/1961,Female,Normal,West,249100,71.3,28,31/03/1994,5,23/02/2022,Cashier,12h,Shiftworkers,C,East,Ewallet,Gifts,3,09/08/2021 00:00,3,02/08/2021 00:00,Free Gift with Purchase
87,64.7,3.1,1,56,24/10/1965,Female,Normal,East,2473400,326.3,39,06/10/1982,3,29/04/2021,Cashier,6h,Shiftworkers,D,West,Cash,Beauty,2,14/05/2021 00:00,2,09/04/2021 00:00,No Promotion
60,756.8,2.6,0,48,10/12/1973,Male,Member,West,89400,40.5,33,04/07/1989,5,20/02/2021,Cashier,6h,Full-time,E,South,Credit card,Kids,4,01/10/2021 00:00,3,10/09/2021 00:00,Free Gift with Purchase
28,296.8,1.1,1,51,04/02/1971,Male,Member,West,159700,170,38,15/04/1984,1,16/06/2021,Cashier,6h,Fixed term,C,East,Ewallet,Women,4,22/12/2021 00:00,4,03/11/2021 00:00,Sales Promotion
51,590.6,3,0,63,19/12/1958,Female,Normal,West,89400,40.5,37,25/03/1985,9,29/10/2021,Cashier,6h,Part-time,B,North,Ewallet,Home,3,04/08/2021 00:00,2,16/06/2021 00:00,Online Promotion
98,37,1.4,0,40,19/04/1982,Female,Member,North,1137100,723.4,34,14/10/1987,4,21/03/2022,Cashier,12h,Part-time,B,North,Credit card,Activewear,3,16/08/2021 00:00,3,12/07/2021 00:00,Tiered Promotions
101,481.6,5.2,0,33,28/12/1988,Female,Member,East,300300,11.3,36,01/07/1986,1,26/06/2021,Cashier,12h,Fixed term,B,North,Ewallet,Designer,4,22/10/2021 00:00,3,10/09/2021 00:00,Online Promotion
23,385.8,6.1,1,65,07/11/1956,Male,Normal,West,159700,170,32,19/10/1989,0,23/07/2021,Cashier,12h,Shiftworkers,C,East,Credit card,Men,1,18/01/2021 00:00,1,11/01/2021 00:00,Discount Promotions
25,319.8,5.8,1,67,14/12/1954,Female,Member,West,159700,170,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Cash,Young Adult,1,27/01/2021 00:00,1,06/01/2021 00:00,Online Promotion
113,218.1,4.6,0,43,25/10/1978,Female,Normal,East,951800,199.9,39,07/04/1983,11,24/08/2021,Cashier,12h,Fixed term,B,North,Ewallet,Activewear,2,14/04/2021 00:00,1,31/03/2021 00:00,Online Promotion
38,203.9,7.1,0,38,19/04/1984,Male,Normal,North,191700,467.8,20,01/02/2002,10,09/09/2021,Cashier,12h,Shiftworkers,A,East,Cash,Women,1,22/01/2022 00:00,4,04/12/2021 00:00,Free Gift with Purchase
81,483.2,3.9,1,39,27/05/1983,Male,Normal,North,1137100,723.4,29,06/06/1993,11,04/09/2021,Cashier,6h,Part-time,B,North,Credit card,Sale,3,24/07/2021 00:00,3,17/07/2021 00:00,Sales Promotion
18,142.3,4.7,0,57,16/08/1964,Male,Normal,East,951800,199.9,32,26/12/1989,4,28/03/2022,Cashier,6h,Fixed term,D,West,Cash,Kids,3,06/08/2021 00:00,2,11/06/2021 00:00,Free Gift with Purchase
32,733.5,2,0,71,31/01/1951,Male,Member,South,139200,20.2,36,24/05/1986,0,30/07/2021,Cashier,12h,Full-time,B,North,Credit card,Kids,3,28/08/2021 00:00,3,24/07/2021 00:00,Giveaways
44,283,8.4,0,33,24/09/1988,Female,Member,South,139200,20.2,38,18/01/1984,2,05/06/2021,Cashier,12h,Shiftworkers,E,South,Cash,Activewear,1,19/03/2021 00:00,1,12/02/2021 00:00,Discount Promotions
56,251.6,7.6,1,64,08/02/1958,Male,Member,North,191700,467.8,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Ewallet,Sale,2,17/04/2021 00:00,1,27/03/2021 00:00,No Promotion
49,381.7,1.5,0,33,27/05/1989,Male,Member,West,89400,40.5,19,04/04/2003,2,27/05/2021,Cashier,6h,Part-time,D,West,Cash,Young Adult,4,02/10/2021 00:00,3,04/09/2021 00:00,No Promotion
107,179.8,8.9,0,47,12/11/1974,Female,Normal,West,159700,170,31,24/12/1990,5,20/02/2021,Cashier,12h,Full-time,C,East,Credit card,Men,3,12/07/2021 00:00,2,24/05/2021 00:00,Sales Promotion
71,637.3,3.9,1,53,09/12/1968,Male,Member,West,159700,170,27,26/07/1995,1,20/06/2021,Cashier,6h,Shiftworkers,B,North,Ewallet,Gifts,1,13/01/2022 00:00,4,02/12/2021 00:00,Free Gift with Purchase
168,155,9.4,0,33,27/10/1988,Male,Member,West,249100,71.3,24,25/01/1998,6,08/02/2022,Cashier,6h,Part-time,D,West,Credit card,Young Adult,1,24/03/2021 00:00,1,10/03/2021 00:00,Tiered Promotions
74,795.4,1.3,0,56,08/09/1965,Female,Member,North,1137100,723.4,32,26/12/1989,4,28/03/2022,Cashier,6h,Fixed term,D,West,Ewallet,Men,4,12/11/2021 00:00,4,05/11/2021 00:00,Online Promotion
63,149.2,8,0,35,04/12/1986,Male,Normal,West,249100,71.3,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Ewallet,Men,4,07/11/2021 00:00,4,31/10/2021 00:00,Free Gift with Purchase
89,863.4,9.6,0,58,27/08/1963,Female,Member,South,121400,3.7,23,12/11/1998,0,08/08/2021,Cashier,12h,Fixed term,E,South,Cash,Kids,3,11/08/2021 00:00,3,21/07/2021 00:00,Giveaways
65,554.3,9.5,0,48,10/06/1974,Male,Normal,West,89400,40.5,21,29/01/2001,6,30/01/2021,Cashier,12h,Part-time,C,East,Cash,Home,1,02/01/2022 00:00,4,26/12/2021 00:00,Giveaways
5,639.5,5,1,50,18/03/1972,Male,Normal,West,249100,71.3,37,17/05/1985,1,04/07/2021,Cashier,12h,Full-time,D,West,Cash,Activewear,4,29/10/2021 00:00,4,01/10/2021 00:00,Giveaways
38,945.5,2.5,0,59,18/11/1962,Male,Member,North,1137100,723.4,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Credit card,Men,2,04/06/2021 00:00,2,21/05/2021 00:00,Sales Promotion
62,450,6.4,0,41,30/12/1980,Female,Normal,East,951800,199.9,25,25/11/1996,9,08/11/2021,Cashier,12h,Fixed term,A,East,Ewallet,Women,2,15/04/2021 00:00,2,01/04/2021 00:00,Giveaways
90,139.7,6.6,1,36,21/11/1985,Male,Member,South,139200,20.2,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Credit card,Kids,2,24/06/2021 00:00,2,06/05/2021 00:00,Giveaways
61,808.9,7.6,1,67,15/01/1955,Male,Member,East,2473400,326.3,33,16/02/1989,11,05/09/2021,Cashier,12h,Part-time,E,South,Ewallet,Young Adult,3,30/07/2021 00:00,2,18/06/2021 00:00,No Promotion
64,233.7,5.5,1,38,19/10/1983,Female,Normal,West,249100,71.3,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Ewallet,Sale,1,23/02/2021 00:00,1,19/01/2021 00:00,Tiered Promotions
53,406.4,4.5,0,57,06/10/1964,Male,Member,North,191700,467.8,36,13/03/1986,0,18/07/2021,Cashier,6h,Part-time,D,West,Credit card,Sale,2,21/05/2021 00:00,2,16/04/2021 00:00,Discount Promotions
25,808.4,3.2,0,39,14/06/1983,Female,Member,West,89400,40.5,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Credit card,Women,1,05/03/2021 00:00,1,22/01/2021 00:00,Giveaways
65,644.7,9.9,0,34,15/02/1988,Female,Member,West,249100,71.3,31,07/05/1991,4,17/03/2021,Cashier,6h,Fixed term,E,South,Ewallet,Home,4,28/10/2021 00:00,3,02/09/2021 00:00,Online Promotion
32,37.6,5.3,1,62,22/04/1960,Female,Member,West,428000,382,34,09/03/1988,3,04/05/2021,Cashier,6h,Shiftworkers,B,North,Cash,Designer,3,08/08/2021 00:00,3,01/08/2021 00:00,Tiered Promotions
46,297.2,1,0,54,25/10/1967,Female,Normal,South,121400,3.7,32,26/12/1989,4,28/03/2022,Cashier,6h,Fixed term,D,West,Credit card,Beauty,2,15/06/2021 00:00,2,18/05/2021 00:00,Discount Promotions
73,581.5,7.6,0,54,15/11/1967,Female,Member,North,146900,350.1,20,11/08/2001,2,10/05/2022,Cashier,6h,Fixed term,C,East,Ewallet,Women,1,19/03/2021 00:00,1,05/03/2021 00:00,Sales Promotion
72,54,1.5,0,52,16/12/1969,Female,Member,North,1137100,723.4,21,09/08/2000,5,20/02/2021,Cashier,12h,Part-time,B,North,Credit card,Gifts,1,22/01/2021 00:00,1,15/01/2021 00:00,Tiered Promotions
98,643.5,7.6,1,42,22/01/1980,Male,Normal,North,146900,350.1,22,26/10/1999,4,24/03/2022,Cashier,12h,Shiftworkers,E,South,Cash,Activewear,1,01/01/2022 00:00,4,11/12/2021 00:00,Free Gift with Purchase
9,363.5,2.5,0,33,08/12/1988,Male,Member,East,951800,199.9,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Ewallet,Women,4,07/11/2021 00:00,3,19/09/2021 00:00,Online Promotion
47,126.9,8.1,0,43,22/12/1978,Male,Normal,East,300300,11.3,20,25/05/2002,3,02/05/2021,Cashier,6h,Full-time,A,East,Ewallet,Young Adult,2,17/04/2021 00:00,1,27/03/2021 00:00,Free Gift with Purchase
4,396.5,4.8,1,44,09/03/1978,Male,Normal,East,300300,11.3,33,30/09/1988,10,09/09/2021,Cashier,6h,Full-time,E,South,Credit card,Kids,3,27/08/2021 00:00,3,13/08/2021 00:00,No Promotion
79,912,3.2,1,50,27/02/1972,Male,Normal,North,191700,467.8,22,26/06/2000,6,22/01/2022,Cashier,12h,Shiftworkers,C,East,Ewallet,Sale,1,19/03/2021 00:00,1,19/02/2021 00:00,Free Gift with Purchase
13,451.5,2.2,1,65,31/03/1957,Female,Member,South,121400,3.7,24,25/01/1998,6,08/02/2022,Cashier,6h,Part-time,D,West,Cash,Kids,1,24/03/2021 00:00,1,27/01/2021 00:00,Online Promotion
5,322.3,6.4,0,38,30/03/1984,Male,Member,West,159700,170,28,06/09/1993,9,25/10/2021,Cashier,6h,Fixed term,E,South,Ewallet,Beauty,2,21/06/2021 00:00,2,03/05/2021 00:00,No Promotion
66,789.3,1.1,1,53,07/01/1969,Female,Member,West,159700,170,37,27/02/1985,10,17/09/2021,Cashier,12h,Full-time,B,North,Cash,Beauty,2,25/04/2021 00:00,1,28/02/2021 00:00,Discount Promotions
57,36.8,4.4,1,33,08/08/1989,Male,Normal,West,428000,382,38,15/04/1984,1,16/06/2021,Cashier,6h,Fixed term,C,East,Credit card,Beauty,1,14/01/2022 00:00,4,24/12/2021 00:00,Tiered Promotions
121,899,9.5,0,54,05/07/1968,Male,Member,North,1137100,723.4,38,14/06/1984,3,29/04/2022,Cashier,6h,Part-time,A,East,Credit card,Kids,4,25/10/2021 00:00,3,20/09/2021 00:00,Giveaways
149,538.8,2.5,1,36,10/12/1985,Male,Member,South,139200,20.2,28,06/09/1993,9,25/10/2021,Cashier,6h,Fixed term,E,South,Ewallet,Beauty,3,24/08/2021 00:00,3,03/08/2021 00:00,Discount Promotions
73,50.8,4.5,0,54,20/12/1967,Female,Normal,West,428000,382,20,03/05/2002,11,31/08/2021,Cashier,6h,Shiftworkers,B,North,Ewallet,Beauty,2,08/04/2021 00:00,1,25/03/2021 00:00,Online Promotion
163,990.6,5.4,1,71,07/06/1951,Female,Member,East,2473400,326.3,33,25/01/1989,0,02/08/2021,Cashier,6h,Fixed term,E,South,Ewallet,Kids,2,05/06/2021 00:00,2,29/05/2021 00:00,Discount Promotions
99,387.9,3.9,1,46,10/11/1975,Female,Member,East,300300,11.3,19,27/05/2003,6,09/01/2021,Cashier,12h,Fixed term,A,East,Ewallet,Kids,1,19/03/2021 00:00,1,22/01/2021 00:00,Giveaways
62,617.6,8.9,0,42,18/01/1980,Male,Normal,North,146900,350.1,36,20/12/1985,11,10/08/2021,Cashier,12h,Shiftworkers,A,East,Credit card,Gifts,4,10/10/2021 00:00,4,03/10/2021 00:00,No Promotion
146,708.7,4.7,0,46,16/08/1975,Female,Normal,South,139200,20.2,37,10/09/1984,2,17/05/2022,Cashier,6h,Fixed term,A,East,Cash,Activewear,3,20/07/2021 00:00,2,01/06/2021 00:00,Free Gift with Purchase
76,372.9,3.6,1,40,18/06/1982,Female,Normal,South,139200,20.2,36,05/03/1986,2,09/05/2022,Cashier,12h,Fixed term,B,North,Credit card,Beauty,1,13/01/2022 00:00,4,09/12/2021 00:00,Tiered Promotions
7,532.6,5,0,63,03/03/1959,Female,Member,West,249100,71.3,31,01/03/1991,10,20/09/2021,Cashier,6h,Full-time,B,North,Credit card,Young Adult,2,22/04/2021 00:00,1,25/03/2021 00:00,Free Gift with Purchase
59,163.4,5.8,0,53,22/06/1969,Male,Normal,North,1137100,723.4,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Cash,Beauty,1,04/03/2021 00:00,1,18/02/2021 00:00,Sales Promotion
64,740,3.4,0,37,19/05/1985,Male,Normal,North,191700,467.8,26,20/06/1996,10,27/09/2021,Cashier,12h,Part-time,D,West,Credit card,Young Adult,1,28/01/2021 00:00,1,14/01/2021 00:00,No Promotion
41,122.6,4.3,0,53,04/04/1969,Female,Member,North,1137100,723.4,20,11/08/2001,2,10/05/2022,Cashier,6h,Fixed term,C,East,Credit card,Women,2,18/05/2021 00:00,2,06/04/2021 00:00,Free Gift with Purchase
6,82.6,1.6,1,37,18/10/1984,Female,Normal,South,121400,3.7,32,29/12/1989,6,01/02/2021,Cashier,12h,Part-time,C,East,Credit card,Men,4,03/11/2021 00:00,3,29/09/2021 00:00,No Promotion
52,842.1,7.1,0,53,21/10/1968,Female,Member,East,2473400,326.3,20,06/10/2001,8,17/11/2021,Cashier,6h,Fixed term,E,South,Cash,Activewear,2,10/05/2021 00:00,1,22/03/2021 00:00,No Promotion
68,369.5,3.7,0,39,19/12/1982,Female,Normal,West,249100,71.3,36,24/05/1986,0,30/07/2021,Cashier,12h,Full-time,B,North,Cash,Young Adult,3,09/07/2021 00:00,2,28/05/2021 00:00,Giveaways
3,911.7,4.1,1,70,12/12/1951,Female,Normal,North,1137100,723.4,21,18/12/2000,0,28/07/2021,Cashier,12h,Shiftworkers,A,East,Ewallet,Home,3,11/08/2021 00:00,3,07/07/2021 00:00,Free Gift with Purchase
40,543.7,6.6,1,57,21/07/1965,Male,Normal,South,121400,3.7,37,21/12/1984,10,19/09/2021,Cashier,12h,Full-time,E,South,Ewallet,Women,2,24/05/2021 00:00,2,26/04/2021 00:00,No Promotion
72,731.5,2.7,1,55,05/12/1966,Female,Normal,West,89400,40.5,32,29/12/1989,6,01/02/2021,Cashier,12h,Part-time,C,East,Credit card,Beauty,3,17/07/2021 00:00,2,29/05/2021 00:00,Giveaways
35,254.8,1.3,1,70,16/12/1951,Male,Normal,East,2473400,326.3,32,05/11/1989,0,30/07/2021,Cashier,6h,Full-time,C,East,Ewallet,Designer,2,12/04/2021 00:00,1,08/03/2021 00:00,Free Gift with Purchase
55,892.2,9.9,0,68,05/02/1954,Female,Member,West,428000,382,33,04/07/1989,5,20/02/2021,Cashier,6h,Full-time,E,South,Cash,Kids,4,12/12/2021 00:00,4,14/11/2021 00:00,Discount Promotions
18,524.5,7.1,1,57,19/01/1965,Female,Normal,North,1137100,723.4,23,29/10/1998,4,16/03/2021,Cashier,6h,Fixed term,A,East,Ewallet,Activewear,3,23/08/2021 00:00,3,12/07/2021 00:00,Giveaways
12,138.5,7.5,0,49,14/07/1973,Male,Member,South,121400,3.7,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Ewallet,Kids,2,20/06/2021 00:00,2,30/05/2021 00:00,No Promotion
100,442.6,3.1,1,60,10/02/1962,Female,Normal,East,2473400,326.3,29,25/07/1993,0,14/07/2021,Cashier,12h,Fixed term,B,North,Credit card,Gifts,2,16/04/2021 00:00,2,02/04/2021 00:00,Discount Promotions
7,844.3,3,0,58,03/05/1964,Female,Member,South,139200,20.2,31,16/02/1991,6,01/02/2022,Cashier,6h,Shiftworkers,A,East,Cash,Designer,1,11/01/2022 00:00,4,16/11/2021 00:00,Giveaways
143,163.5,6.7,1,72,16/05/1950,Female,Normal,West,249100,71.3,26,20/06/1996,10,27/09/2021,Cashier,12h,Part-time,D,West,Ewallet,Activewear,3,11/07/2021 00:00,2,20/06/2021 00:00,Free Gift with Purchase
26,852.4,8.3,0,37,22/11/1984,Female,Normal,North,146900,350.1,20,08/05/2002,5,06/03/2022,Cashier,12h,Full-time,D,West,Ewallet,Young Adult,2,19/06/2021 00:00,2,24/04/2021 00:00,Free Gift with Purchase
17,112.6,2.9,1,61,23/10/1960,Male,Member,West,89400,40.5,37,10/04/1985,5,18/02/2021,Cashier,6h,Full-time,C,East,Cash,Beauty,4,12/11/2021 00:00,4,01/10/2021 00:00,Giveaways
19,378.8,1.2,0,44,21/04/1978,Male,Normal,North,1137100,723.4,36,20/12/1985,11,10/08/2021,Cashier,12h,Shiftworkers,A,East,Cash,Women,4,31/10/2021 00:00,4,17/10/2021 00:00,Discount Promotions
50,144.3,5.5,1,46,10/12/1975,Male,Member,North,1137100,723.4,24,23/01/1998,8,30/11/2021,Cashier,6h,Part-time,A,East,Ewallet,Women,4,06/10/2021 00:00,3,01/09/2021 00:00,Online Promotion
79,913.9,9.9,1,70,31/08/1951,Female,Normal,North,146900,350.1,31,01/03/1991,10,20/09/2021,Cashier,6h,Full-time,B,North,Cash,Women,2,15/06/2021 00:00,2,11/05/2021 00:00,Free Gift with Purchase
135,831.4,3.8,1,56,18/10/1965,Female,Member,East,300300,11.3,29,25/10/1992,4,14/03/2022,Cashier,6h,Shiftworkers,A,East,Credit card,Women,2,26/06/2021 00:00,2,29/05/2021 00:00,Free Gift with Purchase
30,37.8,9.8,1,69,28/04/1953,Male,Normal,South,121400,3.7,33,09/12/1988,9,22/10/2021,Cashier,12h,Fixed term,D,West,Credit card,Designer,2,28/05/2021 00:00,2,16/04/2021 00:00,Tiered Promotions
44,301,7.5,0,37,06/06/1985,Male,Member,East,300300,11.3,19,17/08/2002,2,30/05/2021,Cashier,6h,Full-time,A,East,Cash,Young Adult,4,30/10/2021 00:00,4,02/10/2021 00:00,Sales Promotion
43,699.8,4.7,0,63,17/12/1958,Female,Normal,West,89400,40.5,20,25/05/2002,3,02/05/2021,Cashier,6h,Full-time,A,East,Cash,Men,2,17/04/2021 00:00,1,13/03/2021 00:00,No Promotion
118,929.3,5,1,61,15/02/1961,Male,Member,West,159700,170,32,05/11/1989,0,30/07/2021,Cashier,6h,Full-time,C,East,Cash,Kids,2,29/04/2021 00:00,2,15/04/2021 00:00,Tiered Promotions
83,482.5,1.2,0,67,15/04/1955,Male,Normal,East,951800,199.9,34,30/06/1988,9,19/10/2021,Cashier,6h,Fixed term,C,East,Cash,Beauty,1,28/02/2021 00:00,1,31/01/2021 00:00,Giveaways
71,997.8,8.9,1,45,10/11/1976,Female,Normal,West,89400,40.5,29,30/12/1992,10,28/09/2021,Cashier,6h,Fixed term,E,South,Ewallet,Women,4,29/11/2021 00:00,4,04/10/2021 00:00,Sales Promotion
94,586.9,8.1,1,72,28/05/1950,Female,Member,East,300300,11.3,18,17/12/2003,4,15/03/2022,Cashier,12h,Fixed term,E,South,Ewallet,Beauty,1,08/01/2022 00:00,4,11/12/2021 00:00,Free Gift with Purchase
50,930.3,2.5,0,59,01/08/1963,Female,Member,North,191700,467.8,38,16/10/1983,3,25/04/2021,Cashier,6h,Part-time,C,East,Credit card,Beauty,1,12/01/2022 00:00,4,01/12/2021 00:00,Free Gift with Purchase
159,132.2,9.2,1,61,20/09/1960,Male,Normal,North,191700,467.8,35,14/08/1986,5,16/02/2021,Cashier,12h,Part-time,D,West,Cash,Kids,3,15/08/2021 00:00,3,01/08/2021 00:00,Free Gift with Purchase
4,282.1,9,0,50,24/09/1971,Male,Member,East,2473400,326.3,29,27/09/1992,9,13/10/2021,Cashier,12h,Full-time,C,East,Cash,Women,2,19/05/2021 00:00,2,05/05/2021 00:00,Free Gift with Purchase
148,163.6,8.7,1,52,17/10/1969,Male,Member,North,1137100,723.4,31,01/03/1991,10,20/09/2021,Cashier,6h,Full-time,B,North,Cash,Home,3,12/09/2021 00:00,3,25/07/2021 00:00,Discount Promotions
8,971.4,7.9,0,37,30/12/1984,Male,Normal,South,139200,20.2,22,11/04/2000,0,12/07/2021,Cashier,6h,Part-time,C,East,Ewallet,Gifts,3,09/08/2021 00:00,3,19/07/2021 00:00,Tiered Promotions
89,954.1,4.2,1,63,10/05/1959,Male,Member,North,1137100,723.4,21,13/09/2000,5,13/02/2021,Cashier,12h,Part-time,B,North,Ewallet,Kids,4,22/12/2021 00:00,4,10/11/2021 00:00,Giveaways
49,640.9,6,0,61,09/05/1961,Female,Normal,South,121400,3.7,29,30/12/1992,10,28/09/2021,Cashier,6h,Fixed term,E,South,Ewallet,Beauty,2,18/05/2021 00:00,2,04/05/2021 00:00,No Promotion
43,825.4,7.9,1,72,21/05/1950,Female,Normal,North,191700,467.8,33,29/11/1988,5,15/02/2022,Cashier,6h,Part-time,B,North,Ewallet,Beauty,3,13/08/2021 00:00,3,23/07/2021 00:00,Free Gift with Purchase
4,651.7,3.6,0,63,15/05/1959,Male,Normal,West,89400,40.5,22,22/02/2000,4,17/03/2021,Cashier,6h,Fixed term,A,East,Credit card,Men,2,30/05/2021 00:00,2,18/04/2021 00:00,Discount Promotions
25,146.6,1.8,1,32,13/11/1989,Male,Normal,South,139200,20.2,36,20/12/1985,11,10/08/2021,Cashier,12h,Shiftworkers,A,East,Credit card,Young Adult,4,10/12/2021 00:00,4,19/11/2021 00:00,Giveaways
51,304.4,5.3,1,59,23/05/1963,Male,Normal,West,159700,170,24,23/01/1998,8,30/11/2021,Cashier,6h,Part-time,A,East,Credit card,Young Adult,1,24/02/2021 00:00,1,17/02/2021 00:00,Online Promotion
177,898.9,1.5,1,52,30/01/1970,Male,Member,North,191700,467.8,39,07/04/1983,11,24/08/2021,Cashier,12h,Fixed term,B,North,Cash,Sale,4,23/12/2021 00:00,4,11/11/2021 00:00,Online Promotion
